participant,text_id,augmented,score,reading_time,fixation_count,fixation_duration_mean,gaze_dispersion,gaze_valid_ratio,text_gaze_ratio
dario,41_aug17,True,10,154.5391993232941,1672.0,1.8577245323721572,0.3573595536627976,1.0,0.9111270056023443
dario,41_aug18,True,9,155.3466719886452,1688.0,1.875182061134109,0.3617599051182499,1.0,0.9282860490022832
dario,41_aug19,True,9,159.22173453306192,1682.0,1.7417363575418998,0.35502822543372997,1.0,0.8816190920039715
dario,42_aug1,True,10,107.0869895837061,1121.0,1.7682108401984487,0.3763114854519688,1.0,0.9674074645676203
dario,42_aug2,True,9,108.5358939270631,1138.0,1.5863026485625613,0.3760425735849847,1.0,0.9165145507809377
dario,42_aug3,True,9,107.27231938180422,1211.0,1.9592693640132794,0.3735394380150253,1.0,0.8899438993550589
dario,42_aug4,True,9,107.47034073407572,1236.0,1.9549070161649023,0.38024059792519777,1.0,0.900276960258824
dario,42_aug5,True,9,105.94220953094059,1249.0,1.7998509893127739,0.3793936852730418,1.0,0.944933581076336
dario,42_aug6,True,8,107.23625333624693,1172.0,1.826995288655783,0.37708975309860493,1.0,0.8994190282947978
dario,42_aug7,True,9,107.98553489319384,1229.0,1.9597488802940002,0.37377426282604204,1.0,0.9528336940970598
dario,42_aug8,True,8,106.65751892789928,1212.0,2.003539260603962,0.3834874309018225,1.0,0.8994430123295475
dario,42_aug9,True,9,111.35007332250593,1234.0,1.9044317150601888,0.3722210606511764,1.0,0.9019205405272707
dario,42_aug10,True,9,109.05688453277749,1159.0,1.932846616951457,0.3735112092494769,1.0,0.9549748343262047
dario,42_aug11,True,9,109.05827737390143,1100.0,1.9257433479212225,0.36952008758911065,1.0,0.9067499858124457
dario,42_aug12,True,9,109.67723679878073,1126.0,1.9386719819425478,0.3716281813008982,1.0,0.9464355172800889
dario,42_aug13,True,9,110.6365141048136,1167.0,1.820289837395256,0.3731564993940198,1.0,0.9290037601485281
dario,42_aug14,True,8,107.79868861212655,1181.0,2.3438581176625184,0.38549000734420946,1.0,0.919214686173956
dario,42_aug15,True,9,106.24836001775891,1184.0,2.130153229416362,0.3701902564070688,1.0,0.8799723314743202
dario,42_aug16,True,10,105.17480613161916,1154.0,1.7908124855164307,0.3739173762098562,1.0,0.8943248700595589
dario,42_aug17,True,9,104.66271241469741,1134.0,2.2329730584485343,0.39152683811391176,1.0,0.9175084940666706
dario,42_aug18,True,9,111.52706858927749,1138.0,1.8937175320043478,0.37903465597077063,1.0,0.9173416609875025
dario,42_aug19,True,9,104.46363302077464,1165.0,1.8902780962735757,0.37583390430601943,1.0,0.9352272626579753
dario,43_aug1,True,10,144.5750911123691,1646.0,1.8697841863532927,0.34281910974887203,1.0,0.9104362894535835
dario,43_aug2,True,10,148.98517079934646,1689.0,1.9239902172126337,0.33833860436248425,1.0,0.9288905986011616
dario,43_aug3,True,10,145.31410444866972,1571.0,2.0122328529580558,0.3454865762346735,1.0,0.8938097882554262
dario,43_aug4,True,9,144.340759779083,1623.0,1.8442619346783395,0.3413392217177632,1.0,0.9348057134733524
dario,43_aug5,True,10,143.68230613058907,1639.0,1.9093503628287392,0.3406350545191458,1.0,0.9106789550051346
dario,43_aug6,True,10,140.73045217120585,1664.0,1.8075962220061583,0.34245857091243725,1.0,0.8967018144955488
dario,43_aug7,True,10,145.54741005971383,1695.0,2.0529615107458894,0.3453965502909067,1.0,0.9130209071850935
dario,43_aug8,True,10,143.5463884450244,1635.0,1.74749084919816,0.3486285925622164,1.0,0.9202654382497952
dario,43_aug9,True,10,146.88698003958794,1660.0,2.1577649323437122,0.3471090892287343,1.0,0.9023458897663948
dario,43_aug10,True,10,143.04180352594435,1687.0,1.9649981160941867,0.3387151011845066,1.0,0.9044502151322042
dario,43_aug11,True,10,142.69391007590363,1644.0,2.0493607383515933,0.3463927334665013,1.0,0.910180409305601
dario,43_aug12,True,10,145.1633196769334,1691.0,1.5249560201829113,0.3393481677971936,1.0,0.8703883075772659
dario,43_aug13,True,10,145.05969007208662,1663.0,1.7680985101457922,0.34759632862821177,1.0,0.908672061156884
dario,43_aug14,True,10,144.83662247044018,1602.0,1.8370863439032947,0.3419231342845511,1.0,0.9248539441315597
dario,43_aug15,True,10,143.93684441455702,1686.0,1.7399691920207094,0.3379910755522359,1.0,0.9215743183469126
dario,43_aug16,True,9,147.24591852205327,1664.0,1.9982828766491663,0.3460719056076031,1.0,0.8994298130540742
dario,43_aug17,True,9,147.8724567088431,1617.0,1.8787006537550188,0.35050715971514884,1.0,0.8773498996090646
dario,43_aug18,True,10,142.41398474946965,1649.0,1.9465304350979669,0.34444065655012474,1.0,0.8550174151025491
dario,43_aug19,True,10,143.14764105319716,1649.0,1.9754941630143539,0.3436302480160039,1.0,0.9085946981883108
dario,44_aug1,True,10,99.89791549848375,1141.0,2.223371720894905,0.37861452895966363,1.0,0.941834245113531
dario,44_aug2,True,10,101.23416095934294,1177.0,1.8665773681458366,0.3661853369612141,1.0,0.8816008560061123
dario,44_aug3,True,10,103.20730263600377,1137.0,2.2235369315070925,0.3801920377768648,1.0,0.9293793308341692
dario,44_aug4,True,10,101.71134402601386,1117.0,2.094463789575801,0.3651046717648223,1.0,0.923284246175861
dario,44_aug5,True,9,105.41795582608249,1098.0,2.255314755577198,0.367687926416286,1.0,0.9280722680478517
dario,44_aug6,True,10,103.61437525811877,1125.0,2.1043211918392966,0.36751643960933106,1.0,0.9398661873117042
dario,44_aug7,True,10,102.24967231751495,1160.0,2.406488600376144,0.3717845547712696,1.0,0.9533555231405528
dario,44_aug8,True,10,104.03836311253848,1161.0,2.1699441102133132,0.37584480709656676,1.0,0.974660520855527
dario,44_aug9,True,10,101.86625001673073,1185.0,2.053525393847799,0.37575259790092413,1.0,0.9374612636934317
dario,44_aug10,True,10,97.88399406297594,1073.0,2.009253019191339,0.37110415432192845,1.0,0.9717119335653682
dario,44_aug11,True,10,99.31206092382807,1159.0,2.1249845494887905,0.37212755990470586,1.0,0.9439020393842944
dario,44_aug12,True,10,103.92288240704539,1106.0,2.192343441207132,0.38904838401517067,1.0,0.9610776305893481
dario,44_aug13,True,10,102.82345839571222,1145.0,2.1635457637515576,0.36922065329524967,1.0,0.9128714027250393
dario,44_aug14,True,9,103.97166717077776,1160.0,2.1446715374800283,0.37646238966537177,1.0,0.9505772916596937
dario,44_aug15,True,9,100.73786867140203,1076.0,1.9477174105456263,0.3818045133666097,1.0,0.9156576869934586
dario,44_aug16,True,9,94.75473405709367,1128.0,2.585673572806706,0.37635036078073625,1.0,0.9406508583429395
dario,44_aug17,True,10,100.82499883510104,1151.0,2.1772820571829543,0.3784400250858278,1.0,0.944939164061348
dario,44_aug18,True,10,103.54500254486295,1205.0,2.033242240398931,0.3685853189247878,1.0,0.9268008918736198
dario,44_aug19,True,10,100.49451158285821,1199.0,2.21273384748111,0.3753131932563338,1.0,0.9232050445601907
dario,45_aug1,True,6,153.4268253467768,1805.0,1.7798276719456414,0.3656859826615525,1.0,0.9403603834974744
dario,45_aug2,True,7,152.65757114920854,1729.0,1.9003206817829872,0.3633973858891132,1.0,0.9107965163964323
dario,45_aug3,True,7,154.91059704072615,1753.0,2.150108269054633,0.3658339062399318,1.0,0.9278849181040216
dario,45_aug4,True,7,159.07930973292508,1786.0,1.9849061986829568,0.357519246406023,1.0,0.8898853102345617
dario,45_aug5,True,7,154.28684715717247,1801.0,2.0432725459831977,0.3574487476267476,1.0,0.9317435071259965
dario,45_aug6,True,7,152.96174293192675,1809.0,2.065566775493715,0.35344115972848006,1.0,0.9216712801336214
dario,45_aug7,True,6,154.87977046467725,1737.0,2.2526472932701522,0.3692701861789879,1.0,0.9238111207875006
dario,45_aug8,True,7,151.8159884612764,1779.0,1.8602551330257915,0.36613762292620455,1.0,0.8913170339954052
dario,45_aug9,True,6,154.9835623468147,1846.0,1.8357760246497707,0.36340543063917763,1.0,0.8812919093208228
dario,45_aug10,True,7,153.48362608865838,1770.0,2.167338592390636,0.36336212280358,1.0,0.9270172585534651
dario,45_aug11,True,6,157.34820885568416,1767.0,1.9312148927372967,0.3651203619242431,1.0,0.9255970555230494
dario,45_aug12,True,6,155.6722147922215,1752.0,2.0732738685663166,0.35358437322777536,1.0,0.8991240384633383
dario,45_aug13,True,7,156.07228360289778,1798.0,1.9349034249851627,0.3704633697458713,1.0,0.9168200010041452
dario,45_aug14,True,6,153.03741673499874,1806.0,1.9480234323238126,0.3595265235051315,1.0,0.8941871178323272
dario,45_aug15,True,7,158.11402238861848,1880.0,1.9689085533583655,0.3505718740289702,1.0,0.9101035080846244
dario,45_aug16,True,7,151.91375980305614,1810.0,2.1203988859123486,0.35316945334750505,1.0,0.9594523843415084
dario,45_aug17,True,8,153.67999311690997,1784.0,2.135184862374584,0.351782304465004,1.0,0.9079041157437221
dario,45_aug18,True,7,154.05131000567766,1848.0,1.855105232294243,0.3653911829125846,1.0,0.8978064339793055
dario,45_aug19,True,7,157.20726670929093,1777.0,1.7592650755004549,0.3618401929143927,1.0,0.9089194684528862
dario,46_aug1,True,10,91.572909001604,1007.0,2.048462563724067,0.3697033266922951,1.0,0.9247762940539386
dario,46_aug2,True,10,93.83008469588727,1018.0,2.1060982888962005,0.3748233611205171,1.0,0.9170823887762084
dario,46_aug3,True,10,95.07487535659627,1094.0,2.07176482669285,0.3801213206109598,1.0,0.8990300729527235
dario,46_aug4,True,10,97.25456215734798,1118.0,1.8951586863426277,0.37027837456909635,1.0,0.9030314342391607
dario,46_aug5,True,10,90.32998871081784,1036.0,1.8424378396537984,0.3591491600098947,1.0,0.8889078034562526
dario,46_aug6,True,10,97.98777219123292,1056.0,1.8019659660779748,0.37243788971106956,1.0,0.887624920581352
dario,46_aug7,True,10,96.7259805488728,1057.0,2.0754144194647774,0.3726921552416504,1.0,0.886377555998043
dario,46_aug8,True,10,94.97527769112263,1022.0,1.7151779382409496,0.3767984007391614,1.0,0.8866475788743395
dario,46_aug9,True,10,98.02203107690119,984.0,1.7260681896983592,0.36735388887677545,1.0,0.9141791171173052
dario,46_aug10,True,10,92.85990467320346,1025.0,2.0428816358634307,0.3731144136752277,1.0,0.9042570922933099
dario,46_aug11,True,10,95.8146464259127,1093.0,2.1014059112141084,0.3632617944203944,1.0,0.9293527197783591
dario,46_aug12,True,10,93.13195971673848,999.0,1.986054405983831,0.3782373518286468,1.0,0.9191102025990086
dario,46_aug13,True,10,93.42211831899881,1065.0,1.9211586828192584,0.3668126792982078,1.0,0.9458822481007582
dario,46_aug14,True,10,93.35903117298157,1095.0,2.0741340542868545,0.3753705213137554,1.0,0.9216225489932522
dario,46_aug15,True,10,96.90431315541682,1077.0,1.6793112069606677,0.37326322777957543,1.0,0.8812132777821653
dario,46_aug16,True,10,99.38978711010472,1113.0,2.011500891071062,0.38070197626470553,1.0,0.9124956253152052
dario,46_aug17,True,10,96.35829318824771,1067.0,1.7576748027037852,0.3724716923413161,1.0,0.9461437244064553
dario,46_aug18,True,10,95.48083342412423,1074.0,1.9771220777848468,0.3715809424934421,1.0,0.905029723001591
dario,46_aug19,True,10,92.60920493712412,1083.0,2.0336679870758294,0.3622822810119732,1.0,0.9292251965082164
dario,47_aug1,True,9,150.4608773713999,1663.0,1.549265619375572,0.3714363371206766,1.0,0.9160292271037296
dario,47_aug2,True,8,150.6296182040212,1657.0,1.4842296075553687,0.3759253593335313,1.0,0.9037629791839195
dario,47_aug3,True,8,148.70172401262445,1644.0,1.5846184734135083,0.37962745723793956,1.0,0.9131771412620938
dario,47_aug4,True,8,145.53297170001358,1645.0,1.9212103310109332,0.37097615373959136,1.0,0.8687434797442949
dario,47_aug5,True,8,148.19655043905183,1658.0,1.884780844277905,0.3621063115851202,1.0,0.9409717125808821
dario,47_aug6,True,8,147.26178850260405,1635.0,1.5412329566325278,0.37588334898574893,1.0,0.9467939798433234
dario,47_aug7,True,9,152.4618925581965,1663.0,1.9726828330815769,0.37725110768839787,1.0,0.9157379420352441
dario,47_aug8,True,8,150.06361798354368,1637.0,1.8448312373201825,0.3756745096826426,1.0,0.9271974360950115
dario,47_aug9,True,8,148.760194114801,1662.0,1.7417906621612964,0.380293907460198,1.0,0.9220908460602356
dario,47_aug10,True,8,144.843672758967,1660.0,1.7006337025382567,0.37372720990360164,1.0,0.8797080540774772
dario,47_aug11,True,7,146.7950772643902,1660.0,1.7323864179807136,0.37188140346520465,1.0,0.9093560497667186
dario,47_aug12,True,8,143.66864855388852,1662.0,1.650947874188342,0.3771916832336817,1.0,0.9127858677688078
dario,47_aug13,True,7,145.59743422052705,1620.0,1.5088131113048409,0.37949514441700694,1.0,0.898925877501408
dario,47_aug14,True,8,144.24808676878106,1632.0,1.5960786508163234,0.37540117271344053,1.0,0.9014491856568482
dario,47_aug15,True,8,146.58764548445959,1631.0,1.7649746440516845,0.36878291850835765,1.0,0.91019053678012
dario,47_aug16,True,8,151.74092695417377,1640.0,2.0226389366726867,0.3764753385283218,1.0,0.9095019967990784
dario,47_aug17,True,9,146.4152729361401,1676.0,1.7774725927837802,0.3741460474724966,1.0,0.9324491396246298
dario,47_aug18,True,8,149.33107251566202,1711.0,1.380508334357683,0.3759324049764654,1.0,0.9105423154383379
dario,47_aug19,True,8,147.74802925438897,1729.0,1.6592977334063135,0.38022830589124357,1.0,0.9096242388608762
dario,48_aug1,True,8,110.85328207000767,1294.0,2.27713922394323,0.3929636276054957,1.0,0.9003446485392826
dario,48_aug2,True,8,111.97294092675287,1283.0,2.043204076272127,0.3963499434034329,1.0,0.9499522597173823
dario,48_aug3,True,8,109.02341602147843,1264.0,1.5312385949764868,0.3933937799629585,1.0,0.88826332127152
dario,48_aug4,True,8,110.91975003856803,1211.0,1.8927019042464772,0.3991924347097977,1.0,0.9719504885669988
dario,48_aug5,True,7,110.76159128862099,1310.0,2.030074592423839,0.3852609128959776,1.0,0.9238755108236042
dario,48_aug6,True,8,109.2507005522399,1226.0,2.1593335104951605,0.3913490180081297,1.0,0.9223865214136239
dario,48_aug7,True,8,111.23674698625545,1216.0,1.8390181704049582,0.3976315250403992,1.0,0.8947327581897366
dario,48_aug8,True,7,110.88752451094201,1197.0,2.0461159934780886,0.39546451283579287,1.0,0.9379611126571401
dario,48_aug9,True,9,110.58635685540942,1241.0,1.9300641393421527,0.39625695435278807,1.0,0.962486477236554
dario,48_aug10,True,8,109.58320319679292,1265.0,2.1336660424893967,0.3918572588960745,1.0,0.9420073237985793
dario,48_aug11,True,8,108.17316962409501,1237.0,2.112010349022669,0.39116338112126836,1.0,0.9387649414617751
dario,48_aug12,True,8,111.55408327251116,1266.0,1.807535567975664,0.3996137694958952,1.0,0.8897058265943139
dario,48_aug13,True,8,107.50916016205875,1254.0,1.9641070870319066,0.38916822203531787,1.0,0.9317979333799166
dario,48_aug14,True,8,110.76567032076669,1274.0,1.6652731129076466,0.3890061418833463,1.0,0.925387698041823
dario,48_aug15,True,8,112.21246192656523,1294.0,2.0417646237834925,0.3882081209814383,1.0,0.9134882732524676
dario,48_aug16,True,8,112.077283293301,1232.0,2.139996888927134,0.39512292023274637,1.0,0.9451751652295451
dario,48_aug17,True,8,110.0649181129297,1225.0,1.8687339646646013,0.3879891189392913,1.0,0.9044640249316758
dario,48_aug18,True,8,107.0068477655406,1245.0,2.026591211082967,0.40550148991793544,1.0,0.9556850632615593
dario,48_aug19,True,8,110.76872788875933,1256.0,2.0811863004365847,0.39024350151742676,1.0,0.9149957306855042
dario,49_aug1,True,8,148.07668954519795,1703.0,2.008915352547926,0.3560479246864493,1.0,0.9368293918969797
dario,49_aug2,True,9,147.00645289318618,1697.0,1.924055220440262,0.3480167926603828,1.0,0.9662915433077818
dario,49_aug3,True,8,148.20819506886065,1756.0,2.2232873846212557,0.35248842522270696,1.0,0.9397679211753931
dario,49_aug4,True,8,148.61387673654426,1655.0,1.932066431413059,0.3572117073776013,1.0,0.9258845930643055
dario,49_aug5,True,8,151.35237579102017,1711.0,2.076679996491448,0.3605761484793952,1.0,0.9488962438442781
dario,49_aug6,True,8,152.36976151321718,1745.0,2.2836286986390384,0.35688939491301336,1.0,0.9153086899131669
dario,49_aug7,True,8,146.4575151693312,1677.0,2.3959647291328463,0.3583094639976998,1.0,0.9327294506950444
dario,49_aug8,True,8,148.995989392205,1709.0,2.1964421012306117,0.3600324083660958,1.0,0.9458891525848058
dario,49_aug9,True,9,150.56807020847955,1705.0,2.061403756131745,0.3519918347731972,1.0,0.9327615056100377
dario,49_aug10,True,9,149.31914565308782,1696.0,1.8418305143772318,0.3481264104288435,1.0,0.9239906572493648
dario,49_aug11,True,9,149.16781772879898,1751.0,2.19362597178701,0.3535949897376711,1.0,0.938541635992938
dario,49_aug12,True,8,144.2640203098809,1634.0,2.0950724253242288,0.35346171529952614,1.0,0.9484432573983504
dario,49_aug13,True,8,151.86242865167827,1742.0,2.2135612183010775,0.35902831024074106,1.0,0.9266147461904616
dario,49_aug14,True,8,149.79494110797359,1705.0,2.4235635305388232,0.33898702543041603,1.0,0.9134154086916466
dario,49_aug15,True,8,148.96373782507737,1651.0,2.023058583322648,0.3483223047151645,1.0,0.9764766904125153
dario,49_aug16,True,7,148.71572249890082,1664.0,1.872676882173137,0.3526902011324438,1.0,0.9366712677414246
dario,49_aug17,True,8,147.80902824623175,1710.0,2.2432395630510906,0.35582745332238325,1.0,0.9564946468886696
dario,49_aug18,True,8,150.98351251579808,1705.0,1.9593147986018464,0.3515199815945315,1.0,0.9513945625877549
dario,49_aug19,True,8,153.02935727340613,1741.0,2.1417551558682395,0.35778048465297196,1.0,0.9798260191461919
dario,50_aug1,True,10,96.9889471526007,1176.0,1.748733391356302,0.36598513020266216,1.0,0.9093639221001436
dario,50_aug2,True,10,97.61702320265582,1099.0,1.805098723902311,0.3685862268216898,1.0,0.9067747313216574
dario,50_aug3,True,9,97.98454783152182,1116.0,1.804900449234474,0.358181413586297,1.0,0.8622950693350145
dario,50_aug4,True,10,96.3771292091954,1170.0,1.9139211276093155,0.3813270150078469,1.0,0.91700880735845
dario,50_aug5,True,10,100.29008852135053,1149.0,1.8272069247443052,0.3770350798910198,1.0,0.8889024411106213
dario,50_aug6,True,10,96.40268890964946,1126.0,1.9744415592151012,0.36909692021718193,1.0,0.912535336250252
dario,50_aug7,True,10,102.62954165624383,1169.0,1.7580188216596493,0.3836345018298172,1.0,0.9225433990779959
dario,50_aug8,True,10,98.15962765850408,1059.0,1.8932078573028626,0.36459459886493595,1.0,0.9325004878979608
dario,50_aug9,True,10,99.78488610147963,1097.0,1.8187609492673613,0.37829710524048865,1.0,0.9372025382257257
dario,50_aug10,True,10,101.37201308421459,1126.0,2.050818872273648,0.3711246224867702,1.0,0.8980605888527179
dario,50_aug11,True,10,100.604458450745,1146.0,2.017870230768902,0.3827736731358843,1.0,0.8925865130987274
dario,50_aug12,True,10,97.67838785295406,1124.0,1.8234428449901818,0.3832615915693448,1.0,0.8958972918318622
dario,50_aug13,True,10,94.15755338532504,1051.0,2.050828753359981,0.37410496255920755,1.0,0.8725117348530208
dario,50_aug14,True,10,103.65739998926115,1152.0,1.9488118200207427,0.37117220065962697,1.0,0.8555733314845698
dario,50_aug15,True,9,101.0218601562573,1067.0,1.813395247462987,0.3669543161957429,1.0,0.9016259271770927
dario,50_aug16,True,9,100.4956456816819,1150.0,1.8802485622078475,0.3591853761980769,1.0,0.9265106462410013
dario,50_aug17,True,10,98.30670921274111,1081.0,2.052251417636146,0.36978626089955746,1.0,0.9124282241492491
dario,50_aug18,True,10,98.63576065031396,1136.0,1.6791981963055633,0.3807390199299322,1.0,0.8886660985210771
dario,50_aug19,True,10,95.54068209792126,1131.0,2.0787923778935564,0.3754697975554071,1.0,0.8978852464899763
kushal,39_aug1,True,8,116.13492824360968,609.0,1.1397986642943865,0.4119468553168173,1.0,0.09609400729168871
kushal,39_aug2,True,8,121.90630342283582,744.0,0.9621460986669971,0.4056766139220509,1.0,0.06612264150091093
kushal,39_aug3,True,8,118.05940157071082,729.0,1.0502349428479858,0.40606174483783447,1.0,0.05455745580120194
kushal,39_aug4,True,8,121.68869393867601,601.0,1.0544359371467076,0.4215923002058456,1.0,0.04892258073904163
kushal,39_aug5,True,8,119.47513463391412,638.0,0.9354249351171354,0.4157408750492141,1.0,0.07504775546128656
kushal,39_aug6,True,8,121.26691453178711,607.0,1.2134581617238203,0.41767437703075005,1.0,0.024900343407412193
kushal,39_aug7,True,8,121.33042846560149,590.0,0.9930228744443989,0.41250131951105484,1.0,0.06060037850416114
kushal,39_aug8,True,8,123.76279965434236,691.0,0.5298468052856465,0.40849736548040144,1.0,0.019892600474897396
kushal,39_aug9,True,8,123.25105767515936,608.0,1.0517921599128028,0.4049841683772409,1.0,0.08803201251622411
kushal,40_aug1,True,8,131.40736058275758,789.0,2.630133366014137,0.32699208754195824,1.0,0.4033546660917644
kushal,40_aug2,True,9,133.04672528837315,844.0,2.2934528648261847,0.3205672600328879,1.0,0.40586807864237623
